schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,Optimal Policies for the Homogeneous Selective Labels Problem,Dennis Wei,http://arxiv.org/abs/2011.01381v1,,,2020-11-02T23:32:53,2026-09-10T19:42:28.420931
1.0,RESEARCH_PAPER,Kernel Two-Dimensional Ridge Regression for Subspace Clustering,"Chong Peng, Qian Zhang, Zhao Kang, Chenglizhao Chen, Qiang Cheng",http://arxiv.org/abs/2011.01477v1,,,2020-11-03T04:52:46,2026-09-10T19:42:28.420976
1.0,RESEARCH_PAPER,NSF Convergence Approach to Transition Basic Research into Practice,"Shelby Smith, Chaitanya Baru",http://arxiv.org/abs/2011.01251v1,,,2020-11-02T19:00:22,2026-09-10T19:42:28.421005
1.0,RESEARCH_PAPER,Useful Policy Invariant Shaping from Arbitrary Advice,"Paniz Behboudian, Yash Satsangi, Matthew E. Taylor, Anna Harutyunyan, Michael Bowling",http://arxiv.org/abs/2011.01297v1,,,2020-11-02T20:29:09,2026-09-10T19:42:28.421033
1.0,RESEARCH_PAPER,Evaluation of Siamese Networks for Semantic Code Search,"Raunak Sinha, Utkarsh Desai, Srikanth Tamilselvam, Senthil Mani",http://arxiv.org/abs/2011.01043v1,,,2020-10-12T06:07:39,2026-09-10T19:42:28.421064
1.0,RESEARCH_PAPER,Exploring Question-Specific Rewards for Generating Deep Questions,"Yuxi Xie, Liangming Pan, Dongzhe Wang, Min-Yen Kan, Yansong Feng",http://arxiv.org/abs/2011.01102v1,,,2020-11-02T16:37:30,2026-09-10T19:42:28.421092
1.0,RESEARCH_PAPER,DL-Reg: A Deep Learning Regularization Technique using Linear Regression,"Maryam Dialameh, Ali Hamzeh, Hossein Rahmani",http://arxiv.org/abs/2011.00368v2,,,2020-10-31T21:53:24,2026-09-10T19:42:28.421118
1.0,RESEARCH_PAPER,An approach to measure route quality and refine the route during the voyage using characteristic coefficients,"Ivan Yanchin, Oleg Petrov",http://arxiv.org/abs/2011.01607v1,,,2020-11-03T10:26:01,2026-09-10T19:42:30.710548
1.0,RESEARCH_PAPER,"ControlVAE: Tuning, Analytical Properties, and Performance Analysis","Huajie Shao, Zhisheng Xiao, Shuochao Yao, Aston Zhang, Shengzhong Liu, Tarek Abdelzaher",http://arxiv.org/abs/2011.01754v1,,,2020-10-31T12:32:39,2026-09-10T19:42:30.710632
1.0,RESEARCH_PAPER,Dynamic Value Estimation for Single-Task Multi-Scene Reinforcement Learning,"Jaskirat Singh, Liang Zheng",http://arxiv.org/abs/2005.12254v1,,,2020-05-25T17:56:08,2026-09-10T19:42:30.710681
1.0,RESEARCH_PAPER,Efficient Use of heuristics for accelerating XCS-based Policy Learning in Markov Games,"Hao Chen, Chang Wang, Jian Huang, Jianxing Gong",http://arxiv.org/abs/2005.12553v1,,,2020-05-26T07:47:27,2026-09-10T19:42:30.710820
1.0,RESEARCH_PAPER,Decisions and Performance Under Bounded Rationality: A Computational Benchmarking Approach,"Dainis Zegners, Uwe Sunde, Anthony Strittmatter",http://arxiv.org/abs/2005.12638v2,,,2020-05-26T11:39:39,2026-09-10T19:42:30.710868
1.0,RESEARCH_PAPER,Experimental evaluation of quantum Bayesian networks on IBM QX hardware,"Sima E. Borujeni, Nam H. Nguyen, Saideep Nannapaneni, Elizabeth C. Behrman, James E. Steck",http://arxiv.org/abs/2005.12474v1,,,2020-05-26T01:25:39,2026-09-10T19:42:30.710905
1.0,RESEARCH_PAPER,Multi-agent model for risk prediction in surgery,"Bruno Perez, Julien Henriet, Christophe Lang, Laurent Philippe",http://arxiv.org/abs/2005.10738v2,,,2020-05-21T15:45:27,2026-09-10T19:42:30.711056
1.0,RESEARCH_PAPER,Hidden Markov Models and their Application for Predicting Failure Events,"Paul Hofmann, Zaid Tashman",http://arxiv.org/abs/2005.09971v1,,,2020-05-20T11:30:16,2026-09-10T19:42:30.711343
1.0,RESEARCH_PAPER,Egocentric Object Manipulation Graphs,"Eadom Dessalene, Michael Maynord, Chinmaya Devaraj, Cornelia Fermuller, Yiannis Aloimonos",http://arxiv.org/abs/2006.03201v1,,,2020-06-05T02:03:25,2026-09-10T19:42:30.711471
1.0,RESEARCH_PAPER,Analyzing Differentiable Fuzzy Implications,"Emile van Krieken, Erman Acar, Frank van Harmelen",http://arxiv.org/abs/2006.03472v1,,,2020-06-04T15:34:37,2026-09-10T19:42:30.711842
1.0,RESEARCH_PAPER,Causality and Batch Reinforcement Learning: Complementary Approaches To Planning In Unknown Domains,"James Bannon, Brad Windsor, Wenbo Song, Tao Li",http://arxiv.org/abs/2006.02579v1,,,2020-06-03T23:14:14,2026-09-10T19:42:30.712004
1.0,RESEARCH_PAPER,Every Action Based Sensor,"Grace McFassel, Dylan A. Shell",http://arxiv.org/abs/2006.04003v1,,,2020-06-07T00:30:54,2026-09-10T19:42:30.712091
1.0,RESEARCH_PAPER,Towards Scalable Bayesian Learning of Causal DAGs,"Jussi Viinikka, Antti Hyttinen, Johan Pensar, Mikko Koivisto",http://arxiv.org/abs/2010.00684v2,,,2020-09-30T08:46:46,2026-09-10T19:42:30.712431
1.0,RESEARCH_PAPER,A Novel Actor Dual-Critic Model for Remote Sensing Image Captioning,"Ruchika Chavhan, Biplab Banerjee, Xiao Xiang Zhu, Subhasis Chaudhuri",http://arxiv.org/abs/2010.01999v1,,,2020-10-05T13:35:02,2026-09-10T19:42:30.712537
1.0,RESEARCH_PAPER,How important are faces for person re-identification?,"Julia Dietlmeier, Joseph Antony, Kevin McGuinness, Noel E. O'Connor",http://arxiv.org/abs/2010.06307v1,,,2020-10-13T11:47:16,2026-09-10T19:42:30.712607
1.0,RESEARCH_PAPER,Improving Self-supervised Pre-training via a Fully-Explored Masked Language Model,"Mingzhi Zheng, Dinghan Shen, Yelong Shen, Weizhu Chen, Lin Xiao",http://arxiv.org/abs/2010.06040v2,,,2020-10-12T21:28:14,2026-09-10T19:42:30.712668
1.0,RESEARCH_PAPER,Modeling Human Temporal Uncertainty in Human-Agent Teams,"Maya Abo Dominguez, William La, James C. Boerkoel",http://arxiv.org/abs/2010.04849v1,,,2020-10-09T23:43:59,2026-09-10T19:42:30.712726
1.0,RESEARCH_PAPER,Remarks on Optimal Scores for Speaker Recognition,Dong Wang,http://arxiv.org/abs/2010.04862v2,,,2020-10-10T01:28:24,2026-09-10T19:42:30.712783
1.0,RESEARCH_PAPER,Helpfulness as a Key Metric of Human-Robot Collaboration,"Richard G. Freedman, Steven J. Levine, Brian C. Williams, Shlomo Zilberstein",http://arxiv.org/abs/2010.04914v1,,,2020-10-10T06:00:36,2026-09-10T19:42:30.712840
1.0,RESEARCH_PAPER,Cue-word Driven Neural Response Generation with a Shrinking Vocabulary,"Qiansheng Wang, Yuxin Liu, Chengguo Lv, Zhen Wang, Guohong Fu",http://arxiv.org/abs/2010.04927v1,,,2020-10-10T07:13:32,2026-09-10T19:42:30.712901
1.0,RESEARCH_PAPER,Image Generation With Neural Cellular Automatas,"Mingxiang Chen, Zhecheng Wang",http://arxiv.org/abs/2010.04949v2,,,2020-10-10T08:52:52,2026-09-10T19:42:30.713448
1.0,RESEARCH_PAPER,Using Type Information to Improve Entity Coreference Resolution,"Sopan Khosla, Carolyn Rose",http://arxiv.org/abs/2010.05738v1,,,2020-10-12T14:32:39,2026-09-10T19:42:30.713587
1.0,RESEARCH_PAPER,On Feature Selection Using Anisotropic General Regression Neural Network,"Federico Amato, Fabian Guignard, Philippe Jacquet, Mikhail Kanevski",http://arxiv.org/abs/2010.05744v1,,,2020-10-12T14:35:40,2026-09-10T19:42:30.713658
1.0,RESEARCH_PAPER,AttendLight: Universal Attention-Based Reinforcement Learning Model for Traffic Signal Control,"Afshin Oroojlooy, Mohammadreza Nazari, Davood Hajinezhad, Jorge Silva",http://arxiv.org/abs/2010.05772v1,,,2020-10-12T15:07:57,2026-09-10T19:42:30.713849
1.0,RESEARCH_PAPER,Connecting the Dots Between Fact Verification and Fake News Detection,"Qifei Li, Wangchunshu Zhou",http://arxiv.org/abs/2010.05202v1,,,2020-10-11T09:28:52,2026-09-10T19:42:30.713938
1.0,RESEARCH_PAPER,Automatic Chronic Degenerative Diseases Identification Using Enteric Nervous System Images,"Gustavo Z. Felipe, Jacqueline N. Zanoni, Camila C. Sehaber-Sierakowski, Gleison D. P. Bossolani, Sara R. G. Souza, Franklin C. Flores, Luiz E. S. Oliveira, Rodolfo M. Pereira, Yandre M. G. Costa",http://arxiv.org/abs/2011.00160v1,,,2020-10-31T01:04:46,2026-09-10T19:42:30.714004
1.0,RESEARCH_PAPER,Differentially Private ADMM Algorithms for Machine Learning,"Tao Xu, Fanhua Shang, Yuanyuan Liu, Hongying Liu, Longjie Shen, Maoguo Gong",http://arxiv.org/abs/2011.00164v1,,,2020-10-31T01:37:24,2026-09-10T19:42:30.714063
1.0,RESEARCH_PAPER,A Cross-lingual Natural Language Processing Framework for Infodemic Management,"Ridam Pal, Rohan Pandey, Vaibhav Gautam, Kanav Bhagat, Tavpritesh Sethi",http://arxiv.org/abs/2010.16357v1,,,2020-10-30T16:26:35,2026-09-10T19:42:30.714123
1.0,RESEARCH_PAPER,Unsupervised One-shot Learning of Both Specific Instances and Generalised Classes with a Hippocampal Architecture,"Gideon Kowadlo, Abdelrahman Ahmed, David Rawlinson",http://arxiv.org/abs/2010.15999v1,,,2020-10-30T00:10:23,2026-09-10T19:42:30.714182
1.0,RESEARCH_PAPER,HHAR-net: Hierarchical Human Activity Recognition using Neural Networks,"Mehrdad Fazli, Kamran Kowsari, Erfaneh Gharavi, Laura Barnes, Afsaneh Doryab",http://arxiv.org/abs/2010.16052v2,,,2020-10-28T17:06:42,2026-09-10T19:42:30.714243
1.0,RESEARCH_PAPER,Attribution Preservation in Network Compression for Reliable Network Interpretation,"Geondo Park, June Yong Yang, Sung Ju Hwang, Eunho Yang",http://arxiv.org/abs/2010.15054v1,,,2020-10-28T16:02:31,2026-09-10T19:42:30.714302
1.0,RESEARCH_PAPER,How to Not Get Caught When You Launder Money on Blockchain?,"Cuneyt G. Akcora, Sudhanva Purusotham, Yulia R. Gel, Mitchell Krawiec-Thayer, Murat Kantarcioglu",http://arxiv.org/abs/2010.15082v1,,,2020-09-22T02:12:15,2026-09-10T19:42:30.714359
1.0,RESEARCH_PAPER,A Study on Efficiency in Continual Learning Inspired by Human Learning,"Philip J. Ball, Yingzhen Li, Angus Lamb, Cheng Zhang",http://arxiv.org/abs/2010.15187v1,,,2020-10-28T19:11:01,2026-09-10T19:42:30.714413
1.0,RESEARCH_PAPER,Enhancing reinforcement learning by a finite reward response filter with a case study in intelligent structural control,"Hamid Radmard Rahmani, Carsten Koenke, Marco A. Wiering",http://arxiv.org/abs/2010.15597v1,,,2020-10-25T19:28:35,2026-09-10T19:42:30.714475
1.0,RESEARCH_PAPER,Expert Selection in High-Dimensional Markov Decision Processes,"Vicenc Rubies-Royo, Eric Mazumdar, Roy Dong, Claire Tomlin, S. Shankar Sastry",http://arxiv.org/abs/2010.15599v1,,,2020-10-26T03:57:25,2026-09-10T19:42:30.714529
1.0,RESEARCH_PAPER,Exploring Zero-Shot Emergent Communication in Embodied Multi-Agent Populations,"Kalesha Bullard, Franziska Meier, Douwe Kiela, Joelle Pineau, Jakob Foerster",http://arxiv.org/abs/2010.15896v2,,,2020-10-29T19:23:10,2026-09-10T19:42:30.714582
1.0,RESEARCH_PAPER,Exploring the Nuances of Designing (with/for) Artificial Intelligence,"Niya Stoimenova, Rebecca Price",http://arxiv.org/abs/2010.15578v1,,,2020-10-22T20:34:35,2026-09-10T19:42:30.714635
1.0,RESEARCH_PAPER,Knowledge Transfer in Multi-Task Deep Reinforcement Learning for Continuous Control,"Zhiyuan Xu, Kun Wu, Zhengping Che, Jian Tang, Jieping Ye",http://arxiv.org/abs/2010.07494v2,,,2020-10-15T03:26:47,2026-09-10T19:42:30.714687
1.0,RESEARCH_PAPER,Multi-Agent Motion Planning using Deep Learning for Space Applications,"Kyongsik Yun, Changrak Choi, Ryan Alimo, Anthony Davis, Linda Forster, Amir Rahmani, Muhammad Adil, Ramtin Madani",http://arxiv.org/abs/2010.07935v1,,,2020-10-15T06:42:47,2026-09-10T19:42:30.714742
1.0,RESEARCH_PAPER,What is More Likely to Happen Next? Video-and-Language Future Event Prediction,"Jie Lei, Licheng Yu, Tamara L. Berg, Mohit Bansal",http://arxiv.org/abs/2010.07999v1,,,2020-10-15T19:56:47,2026-09-10T19:42:30.714795
1.0,RESEARCH_PAPER,Overfitting or Underfitting? Understand Robustness Drop in Adversarial Training,"Zichao Li, Liyuan Liu, Chengyu Dong, Jingbo Shang",http://arxiv.org/abs/2010.08034v1,,,2020-10-15T21:43:07,2026-09-10T19:42:30.714849
1.0,RESEARCH_PAPER,Motif Learning in Knowledge Graphs Using Trajectories Of Differential Equations,"Mojtaba Nayyeri, Chengjin Xu, Jens Lehmann, Sahar Vahdati",http://arxiv.org/abs/2010.06684v2,,,2020-10-13T20:53:17,2026-09-10T19:42:30.714902
1.0,RESEARCH_PAPER,Reliable Evaluations for Natural Language Inference based on a Unified Cross-dataset Benchmark,"Guanhua Zhang, Bing Bai, Jian Liang, Kun Bai, Conghui Zhu, Tiejun Zhao",http://arxiv.org/abs/2010.07676v1,,,2020-10-15T11:50:12,2026-09-10T19:42:30.714957
1.0,RESEARCH_PAPER,Improving Neural Network Verification through Spurious Region Guided Refinement,"Pengfei Yang, Renjue Li, Jianlin Li, Cheng-Chao Huang, Jingyi Wang, Jun Sun, Bai Xue, Lijun Zhang",http://arxiv.org/abs/2010.07722v1,,,2020-10-15T13:03:15,2026-09-10T19:42:30.715057
1.0,RESEARCH_PAPER,Representativity Fairness in Clustering,"Deepak P, Savitha Sam Abraham",http://arxiv.org/abs/2010.07054v1,,,2020-10-11T21:50:06,2026-09-10T19:42:30.715113
1.0,RESEARCH_PAPER,A Relaxed Matching Procedure for Unsupervised BLI,"Xu Zhao, Zihao Wang, Hao Wu, Yong Zhang",http://arxiv.org/abs/2010.07095v1,,,2020-10-14T13:53:08,2026-09-10T19:42:30.715167
1.0,RESEARCH_PAPER,Data Readiness Report,"Shazia Afzal, Rajmohan C, Manish Kesarwani, Sameep Mehta, Hima Patel",http://arxiv.org/abs/2010.07213v2,,,2020-10-14T16:26:29,2026-09-10T19:42:30.715224
1.0,RESEARCH_PAPER,Neural-Symbolic Integration: A Compositional Perspective,"Efthymia Tsamoura, Loizos Michael",http://arxiv.org/abs/2010.11926v1,,,2020-10-22T17:55:44,2026-09-10T19:42:30.716014
1.0,RESEARCH_PAPER,Motion Planner Augmented Reinforcement Learning for Robot Manipulation in Obstructed Environments,"Jun Yamada, Youngwoon Lee, Gautam Salhotra, Karl Pertsch, Max Pflueger, Gaurav S. Sukhatme, Joseph J. Lim, Peter Englert",http://arxiv.org/abs/2010.11940v1,,,2020-10-22T17:59:09,2026-09-10T19:42:30.716126
1.0,RESEARCH_PAPER,From Conjunctive Queries to Instance Queries in Ontology-Mediated Querying,"Cristina Feier, Carsten Lutz, Frank Wolter",http://arxiv.org/abs/2010.11848v1,,,2020-10-22T16:40:59,2026-09-10T19:42:30.716228
1.0,RESEARCH_PAPER,Planning with Submodular Objective Functions,"Ruosong Wang, Hanrui Zhang, Devendra Singh Chaplot, Denis Garagić, Ruslan Salakhutdinov",http://arxiv.org/abs/2010.11863v1,,,2020-10-22T16:55:12,2026-09-10T19:42:30.716294
1.0,RESEARCH_PAPER,Super-Resolution Reconstruction of Interval Energy Data,"Jieyi Lu, Baihong Jin",http://arxiv.org/abs/2010.12678v1,,,2020-10-23T21:34:22,2026-09-10T19:42:30.716358
1.0,RESEARCH_PAPER,DPAttack: Diffused Patch Attacks against Universal Object Detection,"Shudeng Wu, Tao Dai, Shu-Tao Xia",http://arxiv.org/abs/2010.11679v1,,,2020-10-16T04:48:24,2026-09-10T19:42:30.716417
1.0,RESEARCH_PAPER,Keyphrase Extraction with Dynamic Graph Convolutional Networks and Diversified Inference,"Haoyu Zhang, Dingkun Long, Guangwei Xu, Pengjun Xie, Fei Huang, Ji Wang",http://arxiv.org/abs/2010.12828v1,,,2020-10-24T08:11:23,2026-09-10T19:42:30.716475
1.0,RESEARCH_PAPER,Large Scale Legal Text Classification Using Transformer Models,"Zein Shaheen, Gerhard Wohlgenannt, Erwin Filtz",http://arxiv.org/abs/2010.12871v1,,,2020-10-24T11:03:01,2026-09-10T19:42:30.716530
1.0,RESEARCH_PAPER,Learning to Optimise General TSP Instances,"Nasrin Sultana, Jeffrey Chan, A. K. Qin, Tabinda Sarwar",http://arxiv.org/abs/2010.12214v2,,,2020-10-23T07:37:16,2026-09-10T19:42:30.716585
1.0,RESEARCH_PAPER,Exploring Common and Individual Characteristics of Students via Matrix Recovering,"Zhen Wang, Ben Teng, Yun Zhou, Hanshuang Tong, Guangtong Liu",http://arxiv.org/abs/2010.12290v1,,,2020-10-23T10:42:17,2026-09-10T19:42:30.716640
1.0,RESEARCH_PAPER,Towards human-agent knowledge fusion (HAKF) in support of distributed coalition teams,"Dave Braines, Federico Cerutti, Marc Roig Vilamala, Mani Srivastava, Lance Kaplan Alun Preece, Gavin Pearson",http://arxiv.org/abs/2010.12327v1,,,2020-10-23T12:10:40,2026-09-10T19:42:30.716693
1.0,RESEARCH_PAPER,Tackling the Low-resource Challenge for Canonical Segmentation,"Manuel Mager, Özlem Çetinoğlu, Katharina Kann",http://arxiv.org/abs/2010.02804v1,,,2020-10-06T15:15:05,2026-09-10T19:42:30.716747
1.0,RESEARCH_PAPER,Robustness and Reliability of Gender Bias Assessment in Word Embeddings: The Role of Base Pairs,"Haiyang Zhang, Alison Sneyd, Mark Stevenson",http://arxiv.org/abs/2010.02847v2,,,2020-10-06T16:09:05,2026-09-10T19:42:30.716800
1.0,RESEARCH_PAPER,Recovering Causal Structures from Low-Order Conditional Independencies,"Marcel Wienöbst, Maciej Liśkiewicz",http://arxiv.org/abs/2010.02675v1,,,2020-10-06T12:47:20,2026-09-10T19:42:30.716852
1.0,RESEARCH_PAPER,GenAug: Data Augmentation for Finetuning Text Generators,"Steven Y. Feng, Varun Gangal, Dongyeop Kang, Teruko Mitamura, Eduard Hovy",http://arxiv.org/abs/2010.01794v2,,,2020-10-05T05:46:39,2026-09-10T19:42:30.716904
1.0,RESEARCH_PAPER,A Spherical Hidden Markov Model for Semantics-Rich Human Mobility Modeling,"Wanzheng Zhu, Chao Zhang, Shuochao Yao, Xiaobin Gao, Jiawei Han",http://arxiv.org/abs/2010.01986v1,,,2020-10-05T13:18:38,2026-09-10T19:42:30.716957
1.0,RESEARCH_PAPER,Explanation Ontology in Action: A Clinical Use-Case,"Shruthi Chari, Oshani Seneviratne, Daniel M. Gruen, Morgan A. Foreman, Amar K. Das, Deborah L. McGuinness",http://arxiv.org/abs/2010.01478v1,,,2020-10-04T03:52:39,2026-09-10T19:42:30.717009
1.0,RESEARCH_PAPER,Knowledge-Enhanced Personalized Review Generation with Capsule Graph Neural Network,"Junyi Li, Siqing Li, Wayne Xin Zhao, Gaole He, Zhicheng Wei, Nicholas Jing Yuan, Ji-Rong Wen",http://arxiv.org/abs/2010.01480v1,,,2020-10-04T03:54:40,2026-09-10T19:42:30.717062
1.0,RESEARCH_PAPER,Adversarial and Natural Perturbations for General Robustness,"Sadaf Gulshad, Jan Hendrik Metzen, Arnold Smeulders",http://arxiv.org/abs/2010.01401v1,,,2020-10-03T17:53:18,2026-09-10T19:42:30.717116
1.0,RESEARCH_PAPER,A Comparison of Discrete Latent Variable Models for Speech Representation Learning,"Henry Zhou, Alexei Baevski, Michael Auli",http://arxiv.org/abs/2010.14230v1,,,2020-10-24T01:22:14,2026-09-10T19:42:30.717170
1.0,RESEARCH_PAPER,Neural Networked Assisted Tree Search for the Personnel Rostering Problem,"Ziyi Chen, Patrick De Causmaecker, Yajie Dou",http://arxiv.org/abs/2010.14252v1,,,2020-10-24T22:23:20,2026-09-10T19:42:30.717225
1.0,RESEARCH_PAPER,Physics-Based Deep Learning for Fiber-Optic Communication Systems,"Christian Häger, Henry D. Pfister",http://arxiv.org/abs/2010.14258v1,,,2020-10-27T12:55:23,2026-09-10T19:42:30.717280
1.0,RESEARCH_PAPER,An efficient nonconvex reformulation of stagewise convex optimization problems,"Rudy Bunel, Oliver Hinder, Srinadh Bhojanapalli,  Krishnamurthy,  Dvijotham",http://arxiv.org/abs/2010.14322v1,,,2020-10-27T14:30:32,2026-09-10T19:42:30.717340
1.0,RESEARCH_PAPER,Effective FAQ Retrieval and Question Matching With Unsupervised Knowledge Injection,"Wen-Ting Tseng, Tien-Hong Lo, Yung-Chang Hsu, Berlin Chen",http://arxiv.org/abs/2010.14049v1,,,2020-10-27T05:03:34,2026-09-10T19:42:30.717393
1.0,RESEARCH_PAPER,Energy and Service-priority aware Trajectory Design for UAV-BSs using Double Q-Learning,"Sayed Amir Hoseini, Ayub Bokani, Jahan Hassan, Shavbo Salehi, Salil S. Kanhere",http://arxiv.org/abs/2010.13346v1,,,2020-10-26T05:21:30,2026-09-10T19:42:30.717444
1.0,RESEARCH_PAPER,Improving Limited Labeled Dialogue State Tracking with Self-Supervision,"Chien-Sheng Wu, Steven Hoi, Caiming Xiong",http://arxiv.org/abs/2010.13920v1,,,2020-10-26T21:57:42,2026-09-10T19:42:30.719232
1.0,RESEARCH_PAPER,Handling of uncertainty in medical data using machine learning and probability theory techniques: A review of 30 years (1991-2020),"Roohallah Alizadehsani, Mohamad Roshanzamir, Sadiq Hussain, Abbas Khosravi, Afsaneh Koohestani, Mohammad Hossein Zangooei, Moloud Abdar, Adham Beykikhoshk, Afshin Shoeibi, Assef Zare, Maryam Panahiazar, Saeid Nahavandi, Dipti Srinivasan, Amir F. Atiya, U. Rajendra Acharya",http://arxiv.org/abs/2008.10114v1,,,2020-08-23T21:54:27,2026-09-10T19:42:30.722311
1.0,RESEARCH_PAPER,Drive Safe: Cognitive-Behavioral Mining for Intelligent Transportation Cyber-Physical System,"Md. Shirajum Munir, Sarder Fakhrul Abedin, Ki Tae Kim, Do Hyeon Kim, Md. Golam Rabiul Alam, Choong Seon Hong",http://arxiv.org/abs/2008.10148v1,,,2020-08-24T01:19:40,2026-09-10T19:42:30.722373
1.0,RESEARCH_PAPER,Teaching a Machine to Diagnose a Heart Disease; Beginning from digitizing scanned ECGs to detecting the Brugada Syndrome (BrS),Simon Jaxy,http://arxiv.org/abs/2009.01076v1,,,2020-08-27T09:12:50,2026-09-10T19:42:30.722411
1.0,RESEARCH_PAPER,An Information-Theoretic Approach to Persistent Environment Monitoring Through Low Rank Model Based Planning and Prediction,"Elizabeth A. Ricci, Madeleine Udell, Ross A. Knepper",http://arxiv.org/abs/2009.01168v1,,,2020-09-02T16:19:55,2026-09-10T19:42:30.722445
1.0,RESEARCH_PAPER,"Excavating ""Excavating AI"": The Elephant in the Gallery",Michael J. Lyons,http://arxiv.org/abs/2009.01215v3,,,2020-09-02T17:42:06,2026-09-10T19:42:30.722476
1.0,RESEARCH_PAPER,Embedded Development Boards for Edge-AI: A Comprehensive Report,"Hamza Ali Imran, Usama Mujahid, Saad Wazir, Usama Latif, Kiran Mehmood",http://arxiv.org/abs/2009.00803v1,,,2020-09-02T03:34:05,2026-09-10T19:42:30.722507
1.0,RESEARCH_PAPER,Open-set Adversarial Defense,"Rui Shao, Pramuditha Perera, Pong C. Yuen, Vishal M. Patel",http://arxiv.org/abs/2009.00814v1,,,2020-09-02T04:35:33,2026-09-10T19:42:30.722538
1.0,RESEARCH_PAPER,Toward a Thermodynamics of Meaning,Jonathan Scott Enderle,http://arxiv.org/abs/2009.11963v1,,,2020-09-24T21:56:02,2026-09-10T19:42:30.722568
1.0,RESEARCH_PAPER,MinTL: Minimalist Transfer Learning for Task-Oriented Dialogue Systems,"Zhaojiang Lin, Andrea Madotto, Genta Indra Winata, Pascale Fung",http://arxiv.org/abs/2009.12005v2,,,2020-09-25T02:19:13,2026-09-10T19:42:30.722600
1.0,RESEARCH_PAPER,Predicting Sim-to-Real Transfer with Probabilistic Dynamics Models,"Lei M. Zhang, Matthias Plappert, Wojciech Zaremba",http://arxiv.org/abs/2009.12864v1,,,2020-09-27T15:06:54,2026-09-10T19:42:30.722633
1.0,RESEARCH_PAPER,Mitigating Gender Bias for Neural Dialogue Generation with Adversarial Learning,"Haochen Liu, Wentao Wang, Yiqi Wang, Hui Liu, Zitao Liu, Jiliang Tang",http://arxiv.org/abs/2009.13028v2,,,2020-09-28T02:46:59,2026-09-10T19:42:30.722662
1.0,RESEARCH_PAPER,Proceedings of the Sixteenth International Workshop on the ACL2 Theorem Prover and its Applications,"Grant Passmore, Ruben Gamboa",http://arxiv.org/abs/2009.12521v1,,,2020-09-26T05:19:33,2026-09-10T19:42:30.722693
1.0,RESEARCH_PAPER,Multi-Agent Systems based on Contextual Defeasible Logic considering Focus,"Helio H. L. C. Monte-Alto, Mariela Morveli-Espinoza, Cesar A. Tacla",http://arxiv.org/abs/2010.00168v1,,,2020-10-01T01:50:08,2026-09-10T19:42:30.722722
1.0,RESEARCH_PAPER,WeChat Neural Machine Translation Systems for WMT20,"Fandong Meng, Jianhao Yan, Yijin Liu, Yuan Gao, Xianfeng Zeng, Qinsong Zeng, Peng Li, Ming Chen, Jie Zhou, Sifan Liu, Hao Zhou",http://arxiv.org/abs/2010.00247v2,,,2020-10-01T08:15:09,2026-09-10T19:42:30.722752
1.0,RESEARCH_PAPER,Strategy for Boosting Pair Comparison and Improving Quality Assessment Accuracy,"Suiyi Ling, Jing Li, Anne Flore Perrin, Zhi Li, Lukáš Krasula, Patrick Le Callet",http://arxiv.org/abs/2010.00370v1,,,2020-10-01T13:05:09,2026-09-10T19:42:30.722780
1.0,RESEARCH_PAPER,SST-BERT at SemEval-2020 Task 1: Semantic Shift Tracing by Clustering in BERT-based Embedding Spaces,"K Vani, Sandra Mitrovic, Alessandro Antonucci, Fabio Rinaldi",http://arxiv.org/abs/2010.00857v1,,,2020-10-02T08:38:40,2026-09-10T19:42:30.722808
1.0,RESEARCH_PAPER,Time Matters: Time-Aware LSTMs for Predictive Business Process Monitoring,"An Nguyen, Srijeet Chatterjee, Sven Weinzierl, Leo Schwinn, Martin Matzner, Bjoern Eskofier",http://arxiv.org/abs/2010.00889v3,,,2020-10-02T09:37:07,2026-09-10T19:42:30.722837
1.0,RESEARCH_PAPER,Towards a Measure of Individual Fairness for Deep Learning,"Krystal Maughan, Joseph P. Near",http://arxiv.org/abs/2009.13650v1,,,2020-09-28T21:53:21,2026-09-10T19:42:30.722866
1.0,RESEARCH_PAPER,Large-Scale Cargo Distribution,"Luka Stopar, Luka Bradesko, Tobias Jacobs, Azur Kurbašić, Miha Cimperman",http://arxiv.org/abs/2009.14187v1,,,2020-09-29T17:55:43,2026-09-10T19:42:30.722893
1.0,RESEARCH_PAPER,Analysis of the displacement of terrestrial mobile robots in corridors using paraconsistent annotated evidential logic eτ,"Flavio Amadeu Bernardini, Marcia Terra da Silva, Jair Minoro Abe, Luiz Antonio de Lima, Kanstantsin Miatluk",http://arxiv.org/abs/2009.14192v1,,,2020-09-29T17:57:54,2026-09-10T19:42:30.722920
1.0,RESEARCH_PAPER,NADI 2020: The First Nuanced Arabic Dialect Identification Shared Task,"Muhammad Abdul-Mageed, Chiyu Zhang, Houda Bouamor, Nizar Habash",http://arxiv.org/abs/2010.11334v3,,,2020-10-21T22:14:28,2026-09-10T19:42:30.722947
1.0,RESEARCH_PAPER,NU-GAN: High resolution neural upsampling with GAN,"Rithesh Kumar, Kundan Kumar, Vicki Anand, Yoshua Bengio, Aaron Courville",http://arxiv.org/abs/2010.11362v1,,,2020-10-22T01:00:23,2026-09-10T19:42:30.722974
